school,close_contact,positive_case,suspected_case,total,date,cluster
Cedar Hill ES,1.0,0.0,0.0,1,1/27/2021,Discovery
Centerville ES,7.0,1.0,0.0,8,1/27/2021,Shiloh
Central Gwinnett HS,6.0,3.0,0.0,9,1/27/2021,Central Gwinnett
Chattahoochee ES,3.0,0.0,0.0,3,1/27/2021,Duluth
Chesney ES,1.0,0.0,0.0,1,1/27/2021,Duluth
Collins Hill HS,3.0,2.0,0.0,5,1/27/2021,Collins Hill
Cooper ES,1.0,0.0,0.0,1,1/27/2021,Archer
Couch MS,4.0,0.0,0.0,4,1/27/2021,Grayson
Creekland MS,2.0,0.0,1.0,3,1/27/2021,Collins Hill
Dacula HS,1.0,0.0,1.0,2,1/27/2021,Dacula
Dacula MS,3.0,1.0,0.0,4,1/27/2021,Dacula
Discovery HS,3.0,1.0,0.0,4,1/27/2021,Discovery
Duluth HS,0.0,0.0,2.0,2,1/27/2021,Duluth
Duncan Creek ES,7.0,0.0,1.0,8,1/27/2021,Mill Creek
Dyer ES,3.0,0.0,0.0,3,1/27/2021,Mountain View
Ferguson ES,9.0,2.0,0.0,11,1/27/2021,Meadowcreek
Five Forks MS,0.0,1.0,1.0,2,1/27/2021,Brookwood
Fort Daniel ES,1.0,2.0,0.0,3,1/27/2021,Mill Creek
Freeman's Mill ES,2.0,0.0,1.0,3,1/27/2021,Mountain View
Grayson ES,4.0,2.0,0.0,6,1/27/2021,Grayson
Grayson HS,3.0,3.0,0.0,6,1/27/2021,Grayson
Gwin Oaks ES,1.0,0.0,0.0,1,1/27/2021,Brookwood
Gwinnett Online Campus,0.0,1.0,0.0,1,1/27/2021,Other
Harbins ES,0.0,1.0,1.0,2,1/27/2021,Archer
Harris ES,1.0,0.0,0.0,1,1/27/2021,Duluth
Hull MS,0.0,0.0,1.0,1,1/27/2021,Peachtree Ridge
International Transition Center,1.0,0.0,0.0,1,1/27/2021,Other
Jackson ES,1.0,0.0,0.0,1,1/27/2021,Peachtree Ridge
Jones MS,0.0,1.0,0.0,1,1/27/2021,Mill Creek
Knight ES,1.0,1.0,1.0,3,1/27/2021,Parkview
Lanier HS,9.0,1.0,1.0,11,1/27/2021,Lanier
Lanier MS,42.0,2.0,2.0,46,1/27/2021,Lanier
Lawrenceville ES,3.0,0.0,0.0,3,1/27/2021,Central Gwinnett
Lovin ES,2.0,0.0,0.0,2,1/27/2021,Archer
Mason ES,0.0,0.0,1.0,1,1/27/2021,Peachtree Ridge
McClure Health Science HS,1.0,0.0,1.0,2,1/27/2021,Meadowcreek
McKendree ES,4.0,0.0,0.0,4,1/27/2021,Collins Hill
Meadowcreek HS,8.0,0.0,0.0,8,1/27/2021,Meadowcreek
Mill Creek HS,5.0,2.0,0.0,7,1/27/2021,Mill Creek
Minor ES,0.0,2.0,1.0,3,1/27/2021,Berkmar
Mountain View HS,6.0,0.0,0.0,6,1/27/2021,Mountain View
Mulberry ES,8.0,0.0,0.0,8,1/27/2021,Dacula
Nesbit ES,0.0,2.0,0.0,2,1/27/2021,Meadowcreek
Norcross HS,18.0,4.0,2.0,24,1/27/2021,Norcross
North Gwinnett HS,11.0,2.0,4.0,17,1/27/2021,North Gwinnett
North Gwinnett MS,2.0,2.0,0.0,4,1/27/2021,North Gwinnett
Northbrook MS,0.0,1.0,0.0,1,1/27/2021,Peachtree Ridge
Osborne MS,2.0,0.0,0.0,2,1/27/2021,Mill Creek
Parkview HS,1.0,1.0,1.0,3,1/27/2021,Parkview
Parsons ES,1.0,0.0,1.0,2,1/27/2021,Peachtree Ridge
Patrick ES,5.0,2.0,1.0,8,1/27/2021,Mountain View
Peachtree ES,1.0,1.0,0.0,2,1/27/2021,Norcross
Peachtree Ridge HS,3.0,1.0,0.0,4,1/27/2021,Peachtree Ridge
Pharr ES,1.0,0.0,0.0,1,1/27/2021,Grayson
Pinckneyville MS,5.0,1.0,0.0,6,1/27/2021,Norcross
Puckett's Mill ES,2.0,0.0,0.0,2,1/27/2021,Mill Creek
Radloff MS,5.0,1.0,0.0,6,1/27/2021,Meadowcreek
Richards MS,0.0,0.0,2.0,2,1/27/2021,Discovery
Roberts ES,0.0,3.0,0.0,3,1/27/2021,North Gwinnett
Rockbridge ES,2.0,1.0,0.0,3,1/27/2021,Meadowcreek
Shiloh HS,2.0,1.0,0.0,3,1/27/2021,Shiloh
Simonton ES,0.0,1.0,0.0,1,1/27/2021,Central Gwinnett
Simpson ES,26.0,2.0,0.0,28,1/27/2021,Norcross
Snellville MS,2.0,1.0,0.0,3,1/27/2021,South Gwinnett
South Gwinnett HS,2.0,0.0,1.0,3,1/27/2021,South Gwinnett
Starling ES,1.0,0.0,0.0,1,1/27/2021,Grayson
Stripling ES,2.0,0.0,0.0,2,1/27/2021,Norcross
Sugar Hill ES,2.0,1.0,2.0,5,1/27/2021,Lanier
Summerour MS,0.0,1.0,0.0,1,1/27/2021,Norcross
Sweetwater MS,2.0,0.0,0.0,2,1/27/2021,Berkmar
Taylor ES,7.0,0.0,0.0,7,1/27/2021,Collins Hill
Trickum MS,2.0,1.0,0.0,3,1/27/2021,Parkview
Trip ES,1.0,1.0,0.0,2,1/27/2021,Grayson
Twin Rivers MS,6.0,2.0,1.0,9,1/27/2021,Mountain View
White Oak ES,1.0,0.0,2.0,3,1/27/2021,Lanier
Winn Holt ES,2.0,1.0,2.0,5,1/27/2021,Central Gwinnett
Alcova ES,,1.0,1.0,1,8/27/2020,Dacula
Archer HS,1.0,,,1,8/27/2020,Archer
Bay Creek MS,,1.0,1.0,1,8/27/2020,Grayson
Berkeley Lake ES,,3.0,3.0,3,8/27/2020,Duluth
Brookwood HS,,1.0,1.0,1,8/27/2020,Brookwood
Buice Center,,1.0,1.0,1,8/27/2020,Other
Central Gwinnett HS,2.0,,,2,8/27/2020,Central Gwinnett
Chattahoochee ES,4.0,1.0,1.0,5,8/27/2020,Duluth
Cooper ES,1.0,1.0,1.0,2,8/27/2020,Archer
Creekland MS,1.0,1.0,1.0,2,8/27/2020,Collins Hill
Duluth HS,5.0,,,5,8/27/2020,Duluth
Duncan Creek ES,6.0,1.0,1.0,7,8/27/2020,Mill Creek
Dyer ES,1.0,,,1,8/27/2020,Mountain View
Five Forks MS,1.0,,,1,8/27/2020,Brookwood
Fort Daniel ES,,1.0,1.0,1,8/27/2020,Mill Creek
GIVE West,3.0,1.0,1.0,4,8/27/2020,Other
Grace Snell MS,1.0,,,1,8/27/2020,South Gwinnett
Grayson HS,1.0,1.0,,1,8/27/2020,Grayson
Gwin Oaks ES,3.0,1.0,1.0,4,8/27/2020,Brookwood
Gwinnett Online Campus,1.0,,,1,8/27/2020,Other
Harbins ES,1.0,,,1,8/27/2020,Archer
Head ES,1.0,1.0,1.0,2,8/27/2020,Brookwood
Jackson ES,2.0,,,2,8/27/2020,Peachtree Ridge
Lilburn MS,3.0,,,3,8/27/2020,Meadowcreek
McClure Health Science HS,,1.0,1.0,1,8/27/2020,Meadowcreek
Meadowcreek HS,,1.0,1.0,1,8/27/2020,Meadowcreek
Mountain View HS,4.0,2.0,2.0,6,8/27/2020,Mountain View
Mulberry ES,,,1.0,1,8/27/2020,Dacula
North Gwinnett HS,1.0,1.0,,2,8/27/2020,North Gwinnett
Parkview HS,,,1.0,1,8/27/2020,Parkview
Partee ES,1.0,,,1,8/27/2020,Shiloh
Peachtree ES,2.0,,1.0,3,8/27/2020,Norcross
Pinckneyville MS,,,1.0,1,8/27/2020,Norcross
Puckett's Mill ES,3.0,,2.0,5,8/27/2020,Mill Creek
Richards MS,,,1.0,1,8/27/2020,Discovery
Roberts ES,,,1.0,1,8/27/2020,North Gwinnett
Shiloh HS,26.0,,1.0,27,8/27/2020,Shiloh
Stripling ES,,,1.0,1,8/27/2020,Norcross
Sycamore ES,2.0,,,2,8/27/2020,Lanier
Trickum MS,,,1.0,1,8/27/2020,Parkview
Trip ES,,,1.0,1,8/27/2020,Grayson
Walnut Grove ES,1.0,,,1,8/27/2020,Collins Hill
Winn Holt ES,6.0,,1.0,7,8/27/2020,Central Gwinnett
Woodward Mill ES,2.0,,,2,8/27/2020,Mountain View
Alford ES,27.0,0.0,2.0,29,10/28/2020,Discovery
Archer HS,1.0,0.0,0.0,1,10/28/2020,Archer
Berkmar MS,8.0,1.0,0.0,9,10/28/2020,Berkmar
Brookwood ES,0.0,1.0,0.0,1,10/28/2020,Brookwood
Brookwood HS,13.0,1.0,0.0,14,10/28/2020,Brookwood
Cedar Hill ES,7.0,0.0,0.0,7,10/28/2020,Discovery
Centerville ES,1.0,0.0,0.0,1,10/28/2020,Shiloh
Coleman MS,0.0,0.0,1.0,1,10/28/2020,Duluth
Collins Hill HS,1.0,1.0,0.0,2,10/28/2020,Collins Hill
Dacula HS,0.0,0.0,1.0,1,10/28/2020,Dacula
Duluth MS,1.0,0.0,1.0,2,10/28/2020,Duluth
Five Forks MS,1.0,0.0,0.0,1,10/28/2020,Brookwood
Grace Snell MS,1.0,0.0,0.0,1,10/28/2020,South Gwinnett
Gwin Oaks ES,1.0,0.0,0.0,1,10/28/2020,Brookwood
Hopkins ES,0.0,0.0,1.0,1,10/28/2020,Berkmar
Ivy Creek ES,1.0,0.0,0.0,1,10/28/2020,Mill Creek
Jones MS,1.0,0.0,0.0,1,10/28/2020,Mill Creek
Jordan MS,0.0,0.0,1.0,1,10/28/2020,Central Gwinnett
Knight ES,2.0,0.0,2.0,4,10/28/2020,Parkview
Magill ES,0.0,0.0,1.0,1,10/28/2020,South Gwinnett
McConnell MS,1.0,0.0,0.0,1,10/28/2020,Archer Cluster
Meadowcreek HS,0.0,0.0,1.0,1,10/28/2020,Meadowcreek
Mill Creek HS,1.0,1.0,0.0,2,10/28/2020,Mill Creek
Minor ES,1.0,0.0,0.0,1,10/28/2020,Berkmar
Moore MS,2.0,0.0,0.0,2,10/28/2020,Central Gwinnett
Mountain View HS,6.0,0.0,1.0,7,10/28/2020,Mountain View
Norcross ES,5.0,2.0,0.0,7,10/28/2020,Norcross
Norcross HS,0.0,1.0,0.0,1,10/28/2020,Norcross
North Gwinnett MS,1.0,0.0,0.0,1,10/28/2020,North Gwinnett
Norton ES,5.0,0.0,0.0,5,10/28/2020,South Gwinnett
Osborne MS,18.0,1.0,0.0,19,10/28/2020,Mill Creek
Peachtree ES,1.0,0.0,4.0,5,10/28/2020,Norcross
Richards MS,3.0,0.0,4.0,7,10/28/2020,Discovery
Roberts ES,1.0,1.0,0.0,2,10/28/2020,North Gwinnett
Shiloh ES,1.0,0.0,1.0,2,10/28/2020,Shiloh
Simonton ES,1.0,0.0,0.0,1,10/28/2020,Central Gwinnett
Sugar Hill ES,1.0,0.0,0.0,1,10/28/2020,Lanier
Sweetwater MS,2.0,0.0,0.0,2,10/28/2020,Berkmar
Trickum MS,1.0,0.0,0.0,1,10/28/2020,Parkview
Twin Rivers MS,1.0,0.0,1.0,2,10/28/2020,Mountain View
Woodward Mill ES,2.0,0.0,0.0,2,10/28/2020,Mountain View
Alcova ES,6.0,0.0,0.0,6,1/28/2021,Dacula
Alford ES,2.0,0.0,0.0,2,1/28/2021,Discovery
Arcado ES,0.0,2.0,0.0,2,1/28/2021,Parkview
Archer HS,34.0,3.0,3.0,40,1/28/2021,Archer
Baggett ES,3.0,0.0,5.0,8,1/28/2021,Discovery
Bay Creek MS,0.0,0.0,1.0,1,1/28/2021,Grayson
Benefield ES,6.0,1.0,0.0,7,1/28/2021,Discovery
Berkeley Lake ES,4.0,0.0,1.0,5,1/28/2021,Duluth
Berkmar MS,2.0,0.0,0.0,2,1/28/2021,Berkmar
Bethesda ES,6.0,0.0,0.0,6,1/28/2021,Berkmar
Britt ES,3.0,0.0,0.0,3,1/28/2021,South Gwinnett
Brookwood ES,10.0,0.0,0.0,10,1/28/2021,Brookwood
Brookwood HS,17.0,2.0,1.0,20,1/28/2021,Brookwood
Buice Center,1.0,1.0,0.0,2,1/28/2021,Other
Burnette ES,0.0,0.0,2.0,2,1/28/2021,North Gwinnett
Camp Creek ES,8.0,0.0,1.0,9,1/28/2021,Parkview
Centerville ES,2.0,1.0,0.0,3,1/28/2021,Shiloh
Central Gwinnett HS,2.0,0.0,0.0,2,1/28/2021,Central Gwinnett
Chattahoochee ES,6.0,0.0,1.0,7,1/28/2021,Duluth
Chesney ES,18.0,1.0,0.0,19,1/28/2021,Duluth
Coleman MS,4.0,0.0,0.0,4,1/28/2021,Duluth
Collins Hill HS,4.0,0.0,0.0,4,1/28/2021,Collins Hill
Cooper ES,7.0,1.0,1.0,9,1/28/2021,Archer
Couch MS,2.0,1.0,0.0,3,1/28/2021,Grayson
Craig ES,4.0,1.0,0.0,5,1/28/2021,Brookwood
Creekland MS,5.0,1.0,0.0,6,1/28/2021,Collins Hill
Crews MS,2.0,0.0,0.0,2,1/28/2021,Brookwood
Dacula ES,8.0,0.0,1.0,9,1/28/2021,Dacula
Dacula HS,4.0,1.0,2.0,7,1/28/2021,Dacula
Dacula MS,18.0,1.0,2.0,21,1/28/2021,Dacula
Duluth HS,2.0,0.0,0.0,2,1/28/2021,Duluth
Duluth MS,0.0,2.0,1.0,3,1/28/2021,Duluth
Duncan Creek ES,1.0,0.0,1.0,2,1/28/2021,Mill Creek
Dyer ES,3.0,0.0,1.0,4,1/28/2021,Mountain View
Ferguson ES,20.0,0.0,0.0,20,1/28/2021,Meadowcreek
Five Forks MS,7.0,2.0,0.0,9,1/28/2021,Brookwood
Fort Daniel ES,5.0,1.0,0.0,6,1/28/2021,Mill Creek
Freeman's Mill ES,2.0,0.0,1.0,3,1/28/2021,Mountain View
GIVE West,0.0,0.0,1.0,1,1/28/2021,Other
Grace Snell MS,1.0,0.0,3.0,4,1/28/2021,South Gwinnett
Graves ES,3.0,0.0,0.0,3,1/28/2021,Meadowcreek
Grayson ES,5.0,1.0,2.0,8,1/28/2021,Grayson
Grayson HS,3.0,1.0,0.0,4,1/28/2021,Grayson
Gwin Oaks ES,2.0,1.0,0.0,3,1/28/2021,Brookwood
Gwinnett Online Campus,1.0,0.0,0.0,1,1/28/2021,Other
"Gwinnett School of Mathematics, Science, and Technology",1.0,0.0,0.0,1,1/28/2021,Discovery
Harbins ES,7.0,2.0,1.0,10,1/28/2021,Archer
Harris ES,3.0,0.0,0.0,3,1/28/2021,Duluth
Head ES,5.0,0.0,0.0,5,1/28/2021,Brookwood
Hull MS,12.0,0.0,2.0,14,1/28/2021,Peachtree Ridge
International Transition Center,1.0,0.0,1.0,2,1/28/2021,Other
Ivy Creek ES,3.0,0.0,1.0,4,1/28/2021,Mill Creek
Jackson ES,2.0,0.0,0.0,2,1/28/2021,Peachtree Ridge
Jones MS,2.0,0.0,0.0,2,1/28/2021,Mill Creek
Jordan MS,3.0,1.0,0.0,4,1/28/2021,Central Gwinnett
Knight ES,7.0,3.0,1.0,11,1/28/2021,Parkview
Lanier HS,1.0,1.0,1.0,3,1/28/2021,Lanier
Lanier MS,6.0,1.0,0.0,7,1/28/2021,Lanier
Level Creek ES,2.0,3.0,0.0,5,1/28/2021,North Gwinnett
Lilburn MS,1.0,0.0,1.0,2,1/28/2021,Meadowcreek
Magill ES,21.0,0.0,3.0,24,1/28/2021,South Gwinnett
Mason ES,1.0,1.0,0.0,2,1/28/2021,Peachtree Ridge
McClure Health Science HS,0.0,0.0,1.0,1,1/28/2021,Meadowcreek
McConnell MS,17.0,1.0,0.0,18,1/28/2021,Archer Cluster
McKendree ES,2.0,2.0,0.0,4,1/28/2021,Collins Hill
Meadowcreek ES,2.0,1.0,0.0,3,1/28/2021,Meadowcreek
Meadowcreek HS,1.0,2.0,1.0,4,1/28/2021,Meadowcreek
Mill Creek HS,7.0,3.0,0.0,10,1/28/2021,Mill Creek
Moore MS,1.0,1.0,0.0,2,1/28/2021,Central Gwinnett
Mountain Park ES,4.0,1.0,0.0,5,1/28/2021,Parkview
Mountain View HS,4.0,0.0,1.0,5,1/28/2021,Mountain View
Mulberry ES,1.0,0.0,0.0,1,1/28/2021,Dacula
Nesbit ES,0.0,2.0,0.0,2,1/28/2021,Meadowcreek
Norcross ES,2.0,1.0,0.0,3,1/28/2021,Norcross
Norcross HS,3.0,3.0,1.0,7,1/28/2021,Norcross
North Gwinnett HS,1.0,0.0,0.0,1,1/28/2021,North Gwinnett
North Gwinnett MS,9.0,3.0,1.0,13,1/28/2021,North Gwinnett
Northbrook MS,0.0,2.0,0.0,2,1/28/2021,Peachtree Ridge
Norton ES,4.0,0.0,0.0,4,1/28/2021,South Gwinnett
Oakland Meadow School,0.0,0.0,1.0,1,1/28/2021,Other
Osborne MS,41.0,2.0,0.0,43,1/28/2021,Mill Creek
Parkview HS,3.0,1.0,1.0,5,1/28/2021,Parkview
Parsons ES,2.0,0.0,0.0,2,1/28/2021,Peachtree Ridge
Partee ES,1.0,0.0,0.0,1,1/28/2021,Shiloh
Paul Duke STEM HS,0.0,2.0,0.0,2,1/28/2021,Norcross
Peachtree ES,6.0,1.0,2.0,9,1/28/2021,Norcross
Peachtree Ridge HS,0.0,1.0,0.0,1,1/28/2021,Peachtree Ridge
Phoenix HS,1.0,0.0,0.0,1,1/28/2021,Other
Pinckneyville MS,7.0,2.0,2.0,11,1/28/2021,Norcross
Puckett's Mill ES,1.0,0.0,1.0,2,1/28/2021,Mill Creek
Richards MS,4.0,2.0,4.0,10,1/28/2021,Discovery
Riverside ES,2.0,0.0,0.0,2,1/28/2021,North Gwinnett
Roberts ES,1.0,0.0,0.0,1,1/28/2021,North Gwinnett
Rock Springs ES,4.0,1.0,0.0,5,1/28/2021,Collins Hill
Rockbridge ES,6.0,1.0,0.0,7,1/28/2021,Meadowcreek
Shiloh ES,3.0,0.0,0.0,3,1/28/2021,Shiloh
Shiloh HS,0.0,1.0,1.0,2,1/28/2021,Shiloh
Simonton ES,4.0,0.0,0.0,4,1/28/2021,Central Gwinnett
Simpson ES,4.0,1.0,0.0,5,1/28/2021,Norcross
South Gwinnett HS,1.0,0.0,0.0,1,1/28/2021,South Gwinnett
Stripling ES,2.0,0.0,0.0,2,1/28/2021,Norcross
Sugar Hill ES,27.0,1.0,1.0,29,1/28/2021,Lanier
Summerour MS,1.0,1.0,0.0,2,1/28/2021,Norcross
Sweetwater MS,3.0,0.0,0.0,3,1/28/2021,Berkmar
Taylor ES,1.0,1.0,0.0,2,1/28/2021,Collins Hill
Trickum MS,8.0,0.0,1.0,9,1/28/2021,Parkview
Trip ES,1.0,1.0,0.0,2,1/28/2021,Grayson
Twin Rivers MS,2.0,0.0,0.0,2,1/28/2021,Mountain View
Walnut Grove ES,1.0,0.0,0.0,1,1/28/2021,Collins Hill
White Oak ES,8.0,1.0,1.0,10,1/28/2021,Lanier
Winn Holt ES,5.0,0.0,0.0,5,1/28/2021,Central Gwinnett
Alcova ES,0.0,0.0,2.0,2,8/28/2020,Dacula
Annistown ES,0.0,0.0,1.0,1,8/28/2020,Shiloh
Arcado ES,0.0,0.0,1.0,1,8/28/2020,Parkview
Benefield ES,1.0,0.0,4.0,5,8/28/2020,Discovery
Berkmar HS,1.0,0.0,0.0,1,8/28/2020,Berkmar
Buice Center,0.0,0.0,11.0,11,8/28/2020,Other
Chattahoochee ES,1.0,0.0,0.0,1,8/28/2020,Duluth
Creekland MS,1.0,0.0,0.0,1,8/28/2020,Collins Hill
Duluth HS,4.0,0.0,2.0,6,8/28/2020,Duluth
Duluth MS,5.0,0.0,1.0,6,8/28/2020,Duluth
Duncan Creek ES,0.0,1.0,0.0,1,8/28/2020,Mill Creek
Dyer ES,0.0,0.0,2.0,2,8/28/2020,Mountain View
Freeman's Mill ES,1.0,0.0,1.0,2,8/28/2020,Mountain View
GIVE East,1.0,0.0,0.0,1,8/28/2020,Other
Graves ES,1.0,0.0,0.0,1,8/28/2020,Meadowcreek
Ivy Creek ES,0.0,0.0,1.0,1,8/28/2020,Mill Creek
Kanoheda ES,1.0,0.0,1.0,2,8/28/2020,Berkmar
Knight ES,1.0,0.0,0.0,1,8/28/2020,Parkview
Lanier HS,1.0,0.0,0.0,1,8/28/2020,Lanier
Lilburn MS,1.0,0.0,1.0,2,8/28/2020,Meadowcreek
Meadowcreek HS,1.0,0.0,0.0,1,8/28/2020,Meadowcreek
Moore MS,1.0,0.0,0.0,1,8/28/2020,Central Gwinnett
Mulberry ES,0.0,0.0,1.0,1,8/28/2020,Dacula
North Gwinnett HS,0.0,0.0,1.0,1,8/28/2020,North Gwinnett
North Gwinnett MS,0.0,0.0,1.0,1,8/28/2020,North Gwinnett
Osborne MS,3.0,1.0,0.0,4,8/28/2020,Mill Creek
Parkview HS,0.0,1.0,1.0,2,8/28/2020,Parkview
Peachtree Ridge HS,0.0,0.0,1.0,1,8/28/2020,Peachtree Ridge
Rock Springs ES,1.0,0.0,0.0,1,8/28/2020,Collins Hill
Shiloh ES,0.0,1.0,0.0,1,8/28/2020,Shiloh
Shiloh HS,0.0,0.0,1.0,1,8/28/2020,Shiloh
South Gwinnett HS,0.0,0.0,1.0,1,8/28/2020,South Gwinnett
Sycamore ES,0.0,0.0,1.0,1,8/28/2020,Lanier
Winn Holt ES,7.0,0.0,1.0,8,8/28/2020,Central Gwinnett
Arcado ES,24.0,0.0,1.0,25,9/28/2020,Parkview
Beaver Ridge ES,1.0,0.0,0.0,1,9/28/2020,Norcross
Berkeley Lake ES,1.0,0.0,0.0,1,9/28/2020,Duluth
Britt ES,0.0,0.0,1.0,1,9/28/2020,South Gwinnett
Camp Creek ES,2.0,0.0,1.0,3,9/28/2020,Parkview
Centerville ES,6.0,0.0,0.0,6,9/28/2020,Shiloh
Chattahoochee ES,1.0,0.0,0.0,1,9/28/2020,Duluth
Cooper ES,1.0,0.0,0.0,1,9/28/2020,Archer
Craig ES,1.0,0.0,0.0,1,9/28/2020,Brookwood
Crews MS,1.0,0.0,0.0,1,9/28/2020,Brookwood
Dacula MS,4.0,0.0,1.0,5,9/28/2020,Dacula
Discovery HS,1.0,0.0,0.0,1,9/28/2020,Discovery
Duncan Creek ES,7.0,0.0,1.0,8,9/28/2020,Mill Creek
Harmony ES,1.0,0.0,1.0,2,9/28/2020,Mill Creek
Harris ES,0.0,0.0,1.0,1,9/28/2020,Duluth
Lanier MS,0.0,0.0,1.0,1,9/28/2020,Lanier
McClure Health Science HS,2.0,0.0,0.0,2,9/28/2020,Meadowcreek
McKendree ES,0.0,0.0,1.0,1,9/28/2020,Collins Hill
Meadowcreek HS,4.0,2.0,1.0,7,9/28/2020,Meadowcreek
Mill Creek HS,3.0,0.0,0.0,3,9/28/2020,Mill Creek
Mountain View HS,11.0,1.0,1.0,13,9/28/2020,Mountain View
Norcross ES,1.0,0.0,2.0,3,9/28/2020,Norcross
Norcross HS,0.0,1.0,0.0,1,9/28/2020,Norcross
Norton ES,1.0,0.0,0.0,1,9/28/2020,South Gwinnett
Oakland Meadow School,0.0,0.0,1.0,1,9/28/2020,Other
Peachtree ES,0.0,0.0,2.0,2,9/28/2020,Norcross
Pinckneyville MS,1.0,0.0,2.0,3,9/28/2020,Norcross
Shiloh HS,1.0,0.0,1.0,2,9/28/2020,Shiloh
Sugar Hill ES,2.0,0.0,0.0,2,9/28/2020,Lanier
Alcova ES,6.0,0.0,1.0,7,10/29/2020,Dacula
Alford ES,1.0,0.0,0.0,1,10/29/2020,Discovery
Annistown ES,3.0,0.0,0.0,3,10/29/2020,Shiloh
Archer HS,17.0,1.0,2.0,20,10/29/2020,Archer
Baldwin ES,1.0,0.0,0.0,1,10/29/2020,Norcross
Berkmar HS,4.0,0.0,0.0,4,10/29/2020,Berkmar
Berkmar MS,1.0,0.0,0.0,1,10/29/2020,Berkmar
Brookwood HS,14.0,1.0,0.0,15,10/29/2020,Brookwood
Buice Center,1.0,0.0,0.0,1,10/29/2020,Other
Burnette ES,1.0,0.0,0.0,1,10/29/2020,North Gwinnett
Chattahoochee ES,7.0,0.0,1.0,8,10/29/2020,Duluth
Chesney ES,1.0,1.0,0.0,2,10/29/2020,Duluth
Collins Hill HS,9.0,0.0,0.0,9,10/29/2020,Collins Hill
Creekland MS,1.0,0.0,0.0,1,10/29/2020,Collins Hill
Dacula HS,0.0,0.0,2.0,2,10/29/2020,Dacula
Dacula MS,2.0,0.0,0.0,2,10/29/2020,Dacula
Duluth HS,0.0,0.0,1.0,1,10/29/2020,Duluth
Duluth MS,1.0,0.0,1.0,2,10/29/2020,Duluth
Five Forks MS,0.0,1.0,0.0,1,10/29/2020,Brookwood
Grace Snell MS,3.0,1.0,0.0,4,10/29/2020,South Gwinnett
Grayson HS,1.0,0.0,0.0,1,10/29/2020,Grayson
Harris ES,3.0,0.0,0.0,3,10/29/2020,Duluth
Jordan MS,0.0,0.0,1.0,1,10/29/2020,Central Gwinnett
Knight ES,3.0,0.0,1.0,4,10/29/2020,Parkview
Lanier HS,1.0,0.0,0.0,1,10/29/2020,Lanier
Lilburn MS,0.0,2.0,0.0,2,10/29/2020,Meadowcreek
McConnell MS,0.0,0.0,1.0,1,10/29/2020,Archer Cluster
Meadowcreek HS,1.0,0.0,0.0,1,10/29/2020,Meadowcreek
Mill Creek HS,1.0,0.0,0.0,1,10/29/2020,Mill Creek
Mountain View HS,23.0,0.0,1.0,24,10/29/2020,Mountain View
Norcross HS,1.0,0.0,0.0,1,10/29/2020,Norcross
North Gwinnett HS,1.0,0.0,0.0,1,10/29/2020,North Gwinnett
North Gwinnett MS,1.0,0.0,0.0,1,10/29/2020,North Gwinnett
Oakland Meadow School,0.0,0.0,1.0,1,10/29/2020,Other
Osborne MS,2.0,0.0,0.0,2,10/29/2020,Mill Creek
Parkview HS,1.0,0.0,0.0,1,10/29/2020,Parkview
Peachtree ES,0.0,0.0,2.0,2,10/29/2020,Norcross
Pinckneyville MS,0.0,1.0,0.0,1,10/29/2020,Norcross
Radloff MS,1.0,0.0,0.0,1,10/29/2020,Meadowcreek
Richards MS,13.0,0.0,5.0,18,10/29/2020,Discovery
Riverside ES,5.0,0.0,0.0,5,10/29/2020,North Gwinnett
Shiloh ES,0.0,0.0,1.0,1,10/29/2020,Shiloh
Shiloh HS,1.0,0.0,0.0,1,10/29/2020,Shiloh
Stripling ES,0.0,0.0,1.0,1,10/29/2020,Norcross
Sweetwater MS,5.0,2.0,0.0,7,10/29/2020,Berkmar
Trickum MS,2.0,0.0,0.0,2,10/29/2020,Parkview
Twin Rivers MS,2.0,1.0,0.0,3,10/29/2020,Mountain View
Walnut Grove ES,2.0,0.0,0.0,2,10/29/2020,Collins Hill
White Oak ES,2.0,0.0,0.0,2,10/29/2020,Lanier
Winn Holt ES,0.0,0.0,1.0,1,10/29/2020,Central Gwinnett
Woodward Mill ES,2.0,0.0,0.0,2,10/29/2020,Mountain View
Alcova ES,1.0,0.0,0.0,1,1/29/2021,Dacula
Alford ES,0.0,1.0,0.0,1,1/29/2021,Discovery
Annistown ES,2.0,0.0,0.0,2,1/29/2021,Shiloh
Arcado ES,28.0,1.0,0.0,29,1/29/2021,Parkview
Archer HS,31.0,2.0,4.0,37,1/29/2021,Archer
Baldwin ES,1.0,0.0,0.0,1,1/29/2021,Norcross
Bay Creek MS,0.0,2.0,1.0,3,1/29/2021,Grayson
Beaver Ridge ES,1.0,0.0,0.0,1,1/29/2021,Norcross
Benefield ES,1.0,1.0,0.0,2,1/29/2021,Discovery
Berkmar MS,5.0,1.0,1.0,7,1/29/2021,Berkmar
Brookwood HS,6.0,1.0,0.0,7,1/29/2021,Brookwood
Buice Center,1.0,0.0,0.0,1,1/29/2021,Other
Burnette ES,0.0,0.0,2.0,2,1/29/2021,North Gwinnett
Camp Creek ES,2.0,0.0,0.0,2,1/29/2021,Parkview
Cedar Hill ES,0.0,2.0,0.0,2,1/29/2021,Discovery
Centerville ES,5.0,0.0,0.0,5,1/29/2021,Shiloh
