school,close_contact,positive_case,suspected_case,total,date,cluster
Duluth HS,1.0,0.0,1.0,2,4/21/2021,Duluth
Duluth MS,5.0,2.0,3.0,10,4/21/2021,Duluth
Duncan Creek ES,3.0,0.0,0.0,3,4/21/2021,Mill Creek
Dyer ES,4.0,0.0,2.0,6,4/21/2021,Mountain View
Ferguson ES,1.0,0.0,0.0,1,4/21/2021,Meadowcreek
Five Forks MS,1.0,0.0,0.0,1,4/21/2021,Brookwood
Fort Daniel ES,13.0,2.0,0.0,15,4/21/2021,Mill Creek
Freeman's Mill ES,0.0,0.0,0.0,0,4/21/2021,Mountain View
GIVE East,0.0,0.0,0.0,0,4/21/2021,Other
GIVE West,0.0,0.0,0.0,0,4/21/2021,Other
Grace Snell MS,23.0,0.0,1.0,24,4/21/2021,South Gwinnett
Graves ES,1.0,0.0,0.0,1,4/21/2021,Meadowcreek
Grayson ES,5.0,0.0,1.0,6,4/21/2021,Grayson
Grayson HS,3.0,1.0,0.0,4,4/21/2021,Grayson
Gwin Oaks ES,10.0,2.0,1.0,13,4/21/2021,Brookwood
Gwinnett Online Campus,0.0,0.0,0.0,0,4/21/2021,Other
"Gwinnett School of Mathematics, Science, and Technology",0.0,0.0,1.0,1,4/21/2021,Discovery
Harbins ES,0.0,0.0,0.0,0,4/21/2021,Archer
Harmony ES,3.0,0.0,0.0,3,4/21/2021,Mill Creek
Harris ES,0.0,1.0,0.0,1,4/21/2021,Duluth
Head ES,0.0,0.0,2.0,2,4/21/2021,Brookwood
Hopkins ES,0.0,0.0,0.0,0,4/21/2021,Berkmar
Hull MS,0.0,0.0,0.0,0,4/21/2021,Peachtree Ridge
International Transition Center,0.0,0.0,0.0,0,4/21/2021,Other
Ivy Creek ES,7.0,0.0,1.0,8,4/21/2021,Mill Creek
Jackson ES,6.0,1.0,0.0,7,4/21/2021,Peachtree Ridge
Jenkins ES,8.0,2.0,0.0,10,4/21/2021,Central Gwinnett
Jones MS,6.0,0.0,1.0,7,4/21/2021,Mill Creek
Jordan MS,0.0,0.0,0.0,0,4/21/2021,Central Gwinnett
Kanoheda ES,1.0,1.0,0.0,2,4/21/2021,Berkmar
Knight ES,3.0,1.0,2.0,6,4/21/2021,Parkview
Lanier HS,12.0,3.0,1.0,16,4/21/2021,Lanier
Lanier MS,15.0,1.0,0.0,16,4/21/2021,Lanier
Lawrenceville ES,5.0,1.0,0.0,6,4/21/2021,Central Gwinnett
Level Creek ES,0.0,0.0,0.0,0,4/21/2021,North Gwinnett
Lilburn ES,19.0,3.0,0.0,22,4/21/2021,Meadowcreek
Lilburn MS,2.0,0.0,0.0,2,4/21/2021,Meadowcreek
Lovin ES,1.0,0.0,0.0,1,4/21/2021,Archer
Magill ES,18.0,1.0,0.0,19,4/21/2021,South Gwinnett
Mason ES,18.0,3.0,0.0,21,4/21/2021,Peachtree Ridge
Maxwell,9.0,1.0,0.0,10,4/21/2021,Other
McClure Health Science HS,1.0,0.0,2.0,3,4/21/2021,Meadowcreek
McConnell MS,4.0,0.0,0.0,4,4/21/2021,Archer Cluster
McKendree ES,2.0,2.0,0.0,4,4/21/2021,Collins Hill
Meadowcreek ES,1.0,0.0,0.0,1,4/21/2021,Meadowcreek
Meadowcreek HS,16.0,0.0,3.0,19,4/21/2021,Meadowcreek
Mill Creek HS,24.0,2.0,1.0,27,4/21/2021,Mill Creek
Minor ES,6.0,1.0,0.0,7,4/21/2021,Berkmar
Moore MS,0.0,0.0,0.0,0,4/21/2021,Central Gwinnett
Mountain Park ES,0.0,0.0,0.0,0,4/21/2021,Parkview
Mountain View HS,3.0,0.0,0.0,3,4/21/2021,Mountain View
Mulberry ES,2.0,0.0,0.0,2,4/21/2021,Dacula
Nesbit ES,0.0,0.0,0.0,0,4/21/2021,Meadowcreek
Norcross ES,1.0,0.0,1.0,2,4/21/2021,Norcross
Norcross HS,15.0,1.0,2.0,18,4/21/2021,Norcross
North Gwinnett HS,10.0,1.0,2.0,13,4/21/2021,North Gwinnett
North Gwinnett MS,2.0,0.0,1.0,3,4/21/2021,North Gwinnett
Northbrook MS,1.0,0.0,0.0,1,4/21/2021,Peachtree Ridge
Norton ES,2.0,1.0,0.0,3,4/21/2021,South Gwinnett
Oakland Meadow School,0.0,0.0,0.0,0,4/21/2021,Other
Osborne MS,68.0,4.0,0.0,72,4/21/2021,Mill Creek
Parkview HS,4.0,1.0,3.0,8,4/21/2021,Parkview
Parsons ES,0.0,0.0,0.0,0,4/21/2021,Peachtree Ridge
Partee ES,1.0,0.0,0.0,1,4/21/2021,Shiloh
Patrick ES,0.0,0.0,0.0,0,4/21/2021,Mountain View
Paul Duke STEM HS,18.0,2.0,0.0,20,4/21/2021,Norcross
Peachtree ES,5.0,0.0,1.0,6,4/21/2021,Norcross
Peachtree Ridge HS,4.0,2.0,0.0,6,4/21/2021,Peachtree Ridge
Pharr ES,1.0,1.0,1.0,3,4/21/2021,Grayson
Phoenix HS,0.0,0.0,0.0,0,4/21/2021,Other
Pinckneyville MS,3.0,1.0,0.0,4,4/21/2021,Norcross
Puckett's Mill ES,2.0,0.0,0.0,2,4/21/2021,Mill Creek
Radloff MS,0.0,0.0,0.0,0,4/21/2021,Meadowcreek
Richards MS,27.0,1.0,0.0,28,4/21/2021,Discovery
Riverside ES,4.0,0.0,0.0,4,4/21/2021,North Gwinnett
Roberts ES,0.0,0.0,0.0,0,4/21/2021,North Gwinnett
Rock Springs ES,1.0,0.0,0.0,1,4/21/2021,Collins Hill
Rockbridge ES,0.0,0.0,1.0,1,4/21/2021,Meadowcreek
Rosebud ES,12.0,0.0,1.0,13,4/21/2021,South Gwinnett
Shiloh ES,8.0,0.0,0.0,8,4/21/2021,Shiloh
Shiloh HS,0.0,3.0,0.0,3,4/21/2021,Shiloh
Shiloh MS,1.0,1.0,1.0,3,4/21/2021,Shiloh
Simonton ES,4.0,0.0,0.0,4,4/21/2021,Central Gwinnett
Simpson ES,0.0,0.0,0.0,0,4/21/2021,Norcross
Snellville MS,1.0,0.0,0.0,1,4/21/2021,South Gwinnett
South Gwinnett HS,5.0,2.0,1.0,8,4/21/2021,South Gwinnett
Starling ES,1.0,1.0,0.0,2,4/21/2021,Grayson
Stripling ES,2.0,0.0,1.0,3,4/21/2021,Norcross
Sugar Hill ES,1.0,0.0,0.0,1,4/21/2021,Lanier
Summerour MS,1.0,0.0,0.0,1,4/21/2021,Norcross
Suwanee ES,0.0,0.0,0.0,0,4/21/2021,North Gwinnett
Sweetwater MS,1.0,0.0,1.0,2,4/21/2021,Berkmar
Sycamore ES,13.0,0.0,0.0,13,4/21/2021,Lanier
Taylor ES,1.0,0.0,0.0,1,4/21/2021,Collins Hill
Trickum MS,4.0,1.0,0.0,5,4/21/2021,Parkview
Trip ES,30.0,1.0,0.0,31,4/21/2021,Grayson
Twin Rivers MS,2.0,2.0,0.0,4,4/21/2021,Mountain View
Walnut Grove ES,1.0,0.0,0.0,1,4/21/2021,Collins Hill
White Oak ES,1.0,0.0,2.0,3,4/21/2021,Lanier
Winn Holt ES,1.0,0.0,0.0,1,4/21/2021,Central Gwinnett
Woodward Mill ES,0.0,0.0,0.0,0,4/21/2021,Mountain View
Alcova ES,,,1.0,1,8/21/2020,Dacula
Alford ES,,,,0,8/21/2020,Discovery
Anderson-Livsey ES,,1.0,,1,8/21/2020,Shiloh
Annistown ES,1.0,,,1,8/21/2020,Shiloh
Arcado ES,1.0,,1.0,2,8/21/2020,Parkview
Archer HS,3.0,,1.0,4,8/21/2020,Archer
Baggett ES,2.0,,,2,8/21/2020,Discovery
Baldwin ES,,,,0,8/21/2020,Norcross
Bay Creek MS,,,,0,8/21/2020,Grayson
Beaver Ridge ES,3.0,1.0,,4,8/21/2020,Norcross
Benefield ES,,,,0,8/21/2020,Discovery
Berkeley Lake ES,1.0,,,1,8/21/2020,Duluth
Berkmar HS,2.0,1.0,2.0,5,8/21/2020,Berkmar
Berkmar MS,,,,0,8/21/2020,Berkmar
Bethesda ES,3.0,,,3,8/21/2020,Berkmar
Britt ES,,,1.0,1,8/21/2020,South Gwinnett
Brookwood ES,1.0,,,1,8/21/2020,Brookwood
Brookwood HS,,,,0,8/21/2020,Brookwood
Buice Center,1.0,,2.0,3,8/21/2020,Other
Burnette ES,,,1.0,1,8/21/2020,North Gwinnett
Camp Creek ES,1.0,,3.0,4,8/21/2020,Parkview
Cedar Hill ES,1.0,,2.0,3,8/21/2020,Discovery
Centerville ES,,,,0,8/21/2020,Shiloh
Central Gwinnett HS,,,,0,8/21/2020,Central Gwinnett
Chattahoochee ES,,,,0,8/21/2020,Duluth
Chesney ES,,,,0,8/21/2020,Duluth
Coleman MS,,,,0,8/21/2020,Duluth
Collins Hill HS,3.0,1.0,1.0,5,8/21/2020,Collins Hill
Cooper ES,3.0,,1.0,4,8/21/2020,Archer
Corley ES,,,,0,8/21/2020,Berkmar
Couch MS,,,,0,8/21/2020,Grayson
Craig ES,,,,0,8/21/2020,Brookwood
Creekland MS,1.0,,1.0,2,8/21/2020,Collins Hill
Crews MS,,1.0,,1,8/21/2020,Brookwood
Dacula ES,2.0,,,2,8/21/2020,Dacula
Dacula HS,,,,0,8/21/2020,Dacula
Dacula MS,3.0,,,3,8/21/2020,Dacula
Discovery HS,,1.0,2.0,3,8/21/2020,Discovery
Duluth HS,7.0,1.0,3.0,11,8/21/2020,Duluth
Duluth MS,,,1.0,1,8/21/2020,Duluth
Duncan Creek ES,2.0,,,2,8/21/2020,Mill Creek
Dyer ES,1.0,,,1,8/21/2020,Mountain View
Ferguson ES,1.0,,1.0,2,8/21/2020,Meadowcreek
Five Forks MS,,,,0,8/21/2020,Brookwood
Fort Daniel ES,,,,0,8/21/2020,Mill Creek
Freeman's Mill ES,2.0,,,2,8/21/2020,Mountain View
GIVE East,1.0,,,1,8/21/2020,Other
GIVE West,,,,0,8/21/2020,Other
Grace Snell MS,2.0,,1.0,3,8/21/2020,South Gwinnett
Graves ES,1.0,,,1,8/21/2020,Meadowcreek
Grayson ES,1.0,2.0,,3,8/21/2020,Grayson
Grayson HS,,,3.0,3,8/21/2020,Grayson
Gwin Oaks ES,,,,0,8/21/2020,Brookwood
Gwinnett Online Campus,,,,0,8/21/2020,Other
"Gwinnett School of Mathematics, Science, and Technology",,,,0,8/21/2020,Discovery
Harbins ES,2.0,,2.0,4,8/21/2020,Archer
Harmony ES,,,,0,8/21/2020,Mill Creek
Harris ES,1.0,,,1,8/21/2020,Duluth
Head ES,,,,0,8/21/2020,Brookwood
Hopkins ES,1.0,1.0,,2,8/21/2020,Berkmar
Hull MS,,1.0,,1,8/21/2020,Peachtree Ridge
International Transition Center,,,,0,8/21/2020,Other
Ivy Creek ES,2.0,,,2,8/21/2020,Mill Creek
Jackson ES,,,,0,8/21/2020,Peachtree Ridge
Jenkins ES,7.0,,1.0,8,8/21/2020,Central Gwinnett
Jones MS,,,,0,8/21/2020,Mill Creek
Jordan MS,3.0,1.0,5.0,9,8/21/2020,Central Gwinnett
Kanoheda ES,2.0,,1.0,3,8/21/2020,Berkmar
Knight ES,1.0,,1.0,2,8/21/2020,Parkview
Lanier HS,,,2.0,2,8/21/2020,Lanier
Lanier MS,,,,0,8/21/2020,Lanier
Lawrenceville ES,,,,0,8/21/2020,Central Gwinnett
Level Creek ES,,,,0,8/21/2020,North Gwinnett
Lilburn ES,1.0,,1.0,2,8/21/2020,Meadowcreek
Lilburn MS,2.0,,1.0,3,8/21/2020,Meadowcreek
Lovin ES,,,,0,8/21/2020,Archer
Magill ES,1.0,,,1,8/21/2020,South Gwinnett
Mason ES,,,3.0,3,8/21/2020,Peachtree Ridge
Maxwell HS of Technology,,,,0,8/21/2020,Other
McClure Health Science HS,,,,0,8/21/2020,Meadowcreek
McConnell MS,,,,0,8/21/2020,Archer Cluster
McKendree ES,,,,0,8/21/2020,Collins Hill
Meadowcreek ES,1.0,,,1,8/21/2020,Meadowcreek
Meadowcreek HS,3.0,,7.0,10,8/21/2020,Meadowcreek
Mill Creek HS,2.0,,2.0,4,8/21/2020,Mill Creek
Minor ES,1.0,,1.0,2,8/21/2020,Berkmar
Moore MS,,,,0,8/21/2020,Central Gwinnett
Mountain Park ES,,,,0,8/21/2020,Parkview
Mountain View HS,,,1.0,1,8/21/2020,Mountain View
Mulberry ES,6.0,,,6,8/21/2020,Dacula
Nesbit ES,1.0,,,1,8/21/2020,Meadowcreek
Norcross ES,,,,0,8/21/2020,Norcross
Norcross HS,1.0,,3.0,4,8/21/2020,Norcross
North Gwinnett HS,,,1.0,1,8/21/2020,North Gwinnett
North Gwinnett MS,2.0,,1.0,3,8/21/2020,North Gwinnett
Northbrook MS,1.0,,,1,8/21/2020,Peachtree Ridge
Norton ES,,,,0,8/21/2020,South Gwinnett
Oakland Meadow School,1.0,,1.0,2,8/21/2020,Other
Osborne MS,2.0,1.0,1.0,4,8/21/2020,Mill Creek
Parkview HS,7.0,,4.0,11,8/21/2020,Parkview
Parsons ES,,,,0,8/21/2020,Peachtree Ridge
Partee ES,,1.0,,1,8/21/2020,Shiloh
Patrick ES,,,,0,8/21/2020,Mountain View
Paul Duke STEM HS,,,,0,8/21/2020,Norcross
Peachtree ES,2.0,,,2,8/21/2020,Norcross
Peachtree Ridge HS,,1.0,3.0,4,8/21/2020,Peachtree Ridge
Pharr ES,5.0,,1.0,6,8/21/2020,Grayson
Phoenix HS,,,,0,8/21/2020,Other
Pinckneyville MS,,,,0,8/21/2020,Norcross
Puckett's Mill ES,2.0,1.0,,3,8/21/2020,Mill Creek
Radloff MS,,,,0,8/21/2020,Meadowcreek
Richards MS,,,1.0,1,8/21/2020,Discovery
Riverside ES,,,1.0,1,8/21/2020,North Gwinnett
Roberts ES,,,,0,8/21/2020,North Gwinnett
Rock Springs ES,,,3.0,3,8/21/2020,Collins Hill
Rockbridge ES,,,,0,8/21/2020,Meadowcreek
Rosebud ES,,,,0,8/21/2020,South Gwinnett
Shiloh ES,,,1.0,1,8/21/2020,Shiloh
Shiloh HS,,,,0,8/21/2020,Shiloh
Shiloh MS,,,,0,8/21/2020,Shiloh
Simonton ES,1.0,,,1,8/21/2020,Central Gwinnett
Simpson ES,,,,0,8/21/2020,Norcross
Snellville MS,,,1.0,1,8/21/2020,South Gwinnett
South Gwinnett HS,,,,0,8/21/2020,South Gwinnett
Starling ES,,,,0,8/21/2020,Grayson
Stripling ES,,,3.0,3,8/21/2020,Norcross
Sugar Hill ES,1.0,,1.0,2,8/21/2020,Lanier
Summerour MS,2.0,,2.0,4,8/21/2020,Norcross
Suwanee ES,,,,0,8/21/2020,North Gwinnett
Sweetwater MS,,,2.0,2,8/21/2020,Berkmar
Sycamore ES,,,,0,8/21/2020,Lanier
Taylor ES,,,,0,8/21/2020,Collins Hill
Trickum MS,,,,0,8/21/2020,Parkview
Trip ES,,,,0,8/21/2020,Grayson
Twin Rivers MS,5.0,,,5,8/21/2020,Mountain View
Walnut Grove ES,1.0,,,1,8/21/2020,Collins Hill
White Oak ES,,,,0,8/21/2020,Lanier
Winn Holt ES,18.0,,7.0,25,8/21/2020,Central Gwinnett
Woodward Mill ES,1.0,,2.0,3,8/21/2020,Mountain View
Alcova ES,1.0,1.0,4.0,6,9/21/2020,Dacula
Alford ES,2.0,0.0,0.0,2,9/21/2020,Discovery
Anderson-Livsey ES,0.0,0.0,0.0,0,9/21/2020,Shiloh
Annistown ES,1.0,0.0,1.0,2,9/21/2020,Shiloh
Arcado ES,1.0,0.0,0.0,1,9/21/2020,Parkview
Archer HS,28.0,2.0,1.0,31,9/21/2020,Archer
Baggett ES,0.0,0.0,0.0,0,9/21/2020,Discovery
Baldwin ES,1.0,0.0,0.0,1,9/21/2020,Norcross
Bay Creek MS,0.0,1.0,3.0,4,9/21/2020,Grayson
Beaver Ridge ES,2.0,0.0,0.0,2,9/21/2020,Norcross
Benefield ES,0.0,0.0,0.0,0,9/21/2020,Discovery
Berkeley Lake ES,0.0,0.0,0.0,0,9/21/2020,Duluth
Berkmar HS,0.0,0.0,1.0,1,9/21/2020,Berkmar
Berkmar MS,4.0,0.0,0.0,4,9/21/2020,Berkmar
Bethesda ES,46.0,0.0,6.0,52,9/21/2020,Berkmar
Britt ES,18.0,1.0,1.0,20,9/21/2020,South Gwinnett
Brookwood ES,18.0,0.0,0.0,18,9/21/2020,Brookwood
Brookwood HS,68.0,0.0,6.0,74,9/21/2020,Brookwood
Buice Center,0.0,0.0,1.0,1,9/21/2020,Other
Burnette ES,1.0,0.0,4.0,5,9/21/2020,North Gwinnett
Camp Creek ES,7.0,0.0,1.0,8,9/21/2020,Parkview
Cedar Hill ES,0.0,0.0,0.0,0,9/21/2020,Discovery
Centerville ES,0.0,0.0,0.0,0,9/21/2020,Shiloh
Central Gwinnett HS,13.0,0.0,1.0,14,9/21/2020,Central Gwinnett
Chattahoochee ES,22.0,0.0,3.0,25,9/21/2020,Duluth
Chesney ES,5.0,0.0,1.0,6,9/21/2020,Duluth
Coleman MS,3.0,0.0,0.0,3,9/21/2020,Duluth
Collins Hill HS,1.0,0.0,3.0,4,9/21/2020,Collins Hill
Cooper ES,8.0,0.0,2.0,10,9/21/2020,Archer
Corley ES,3.0,0.0,2.0,5,9/21/2020,Berkmar
Couch MS,4.0,1.0,0.0,5,9/21/2020,Grayson
Craig ES,1.0,0.0,0.0,1,9/21/2020,Brookwood
Creekland MS,1.0,0.0,1.0,2,9/21/2020,Collins Hill
Crews MS,1.0,0.0,0.0,1,9/21/2020,Brookwood
Dacula ES,18.0,0.0,6.0,24,9/21/2020,Dacula
Dacula HS,1.0,0.0,0.0,1,9/21/2020,Dacula
Dacula MS,0.0,0.0,0.0,0,9/21/2020,Dacula
Discovery HS,4.0,1.0,2.0,7,9/21/2020,Discovery
Duluth HS,8.0,2.0,3.0,13,9/21/2020,Duluth
Duluth MS,2.0,0.0,3.0,5,9/21/2020,Duluth
Duncan Creek ES,3.0,0.0,1.0,4,9/21/2020,Mill Creek
Dyer ES,9.0,0.0,6.0,15,9/21/2020,Mountain View
Ferguson ES,8.0,0.0,1.0,9,9/21/2020,Meadowcreek
Five Forks MS,2.0,0.0,0.0,2,9/21/2020,Brookwood
Fort Daniel ES,8.0,0.0,0.0,8,9/21/2020,Mill Creek
Freeman's Mill ES,6.0,1.0,0.0,7,9/21/2020,Mountain View
GIVE East,0.0,0.0,1.0,1,9/21/2020,Other
GIVE West,0.0,0.0,0.0,0,9/21/2020,Other
Grace Snell MS,1.0,0.0,0.0,1,9/21/2020,South Gwinnett
Graves ES,0.0,0.0,1.0,1,9/21/2020,Meadowcreek
Grayson ES,4.0,0.0,0.0,4,9/21/2020,Grayson
Grayson HS,25.0,5.0,1.0,31,9/21/2020,Grayson
Gwin Oaks ES,6.0,0.0,0.0,6,9/21/2020,Brookwood
Gwinnett Online Campus,0.0,0.0,0.0,0,9/21/2020,Other
"Gwinnett School of Mathematics, Science, and Technology",1.0,0.0,0.0,1,9/21/2020,Discovery
Harbins ES,15.0,0.0,2.0,17,9/21/2020,Archer
Harmony ES,2.0,0.0,0.0,2,9/21/2020,Mill Creek
Harris ES,32.0,0.0,3.0,35,9/21/2020,Duluth
Head ES,0.0,0.0,0.0,0,9/21/2020,Brookwood
Hopkins ES,3.0,0.0,3.0,6,9/21/2020,Berkmar
Hull MS,23.0,0.0,0.0,23,9/21/2020,Peachtree Ridge
International Transition Center,0.0,0.0,0.0,0,9/21/2020,Other
Ivy Creek ES,2.0,0.0,0.0,2,9/21/2020,Mill Creek
Jackson ES,5.0,1.0,0.0,6,9/21/2020,Peachtree Ridge
Jenkins ES,3.0,0.0,0.0,3,9/21/2020,Central Gwinnett
Jones MS,16.0,0.0,1.0,17,9/21/2020,Mill Creek
Jordan MS,2.0,1.0,1.0,4,9/21/2020,Central Gwinnett
Kanoheda ES,2.0,0.0,0.0,2,9/21/2020,Berkmar
Knight ES,9.0,0.0,5.0,14,9/21/2020,Parkview
Lanier HS,5.0,1.0,1.0,7,9/21/2020,Lanier
Lanier MS,3.0,0.0,0.0,3,9/21/2020,Lanier
Lawrenceville ES,0.0,0.0,0.0,0,9/21/2020,Central Gwinnett
Level Creek ES,3.0,0.0,0.0,3,9/21/2020,North Gwinnett
Lilburn ES,0.0,0.0,1.0,1,9/21/2020,Meadowcreek
Lilburn MS,0.0,0.0,2.0,2,9/21/2020,Meadowcreek
Lovin ES,11.0,0.0,2.0,13,9/21/2020,Archer
Magill ES,2.0,0.0,0.0,2,9/21/2020,South Gwinnett
Mason ES,1.0,0.0,1.0,2,9/21/2020,Peachtree Ridge
Maxwell HS of Technology,0.0,0.0,0.0,0,9/21/2020,Other
McClure Health Science HS,1.0,0.0,1.0,2,9/21/2020,Meadowcreek
McConnell MS,22.0,0.0,3.0,25,9/21/2020,Archer Cluster
McKendree ES,1.0,0.0,1.0,2,9/21/2020,Collins Hill
Meadowcreek ES,18.0,0.0,1.0,19,9/21/2020,Meadowcreek
Meadowcreek HS,6.0,0.0,6.0,12,9/21/2020,Meadowcreek
Mill Creek HS,122.0,2.0,5.0,129,9/21/2020,Mill Creek
Minor ES,5.0,0.0,0.0,5,9/21/2020,Berkmar
Moore MS,1.0,0.0,1.0,2,9/21/2020,Central Gwinnett
Mountain Park ES,5.0,0.0,0.0,5,9/21/2020,Parkview
Mountain View HS,19.0,3.0,1.0,23,9/21/2020,Mountain View
Mulberry ES,7.0,0.0,0.0,7,9/21/2020,Dacula
Nesbit ES,0.0,0.0,0.0,0,9/21/2020,Meadowcreek
Norcross ES,7.0,0.0,3.0,10,9/21/2020,Norcross
Norcross HS,12.0,0.0,3.0,15,9/21/2020,Norcross
North Gwinnett HS,71.0,4.0,4.0,79,9/21/2020,North Gwinnett
North Gwinnett MS,5.0,0.0,0.0,5,9/21/2020,North Gwinnett
Northbrook MS,5.0,0.0,5.0,10,9/21/2020,Peachtree Ridge
Norton ES,29.0,2.0,0.0,31,9/21/2020,South Gwinnett
Oakland Meadow School,3.0,0.0,1.0,4,9/21/2020,Other
Osborne MS,54.0,1.0,3.0,58,9/21/2020,Mill Creek
Parkview HS,6.0,2.0,3.0,11,9/21/2020,Parkview
Parsons ES,0.0,0.0,0.0,0,9/21/2020,Peachtree Ridge
Partee ES,0.0,0.0,0.0,0,9/21/2020,Shiloh
Patrick ES,0.0,0.0,0.0,0,9/21/2020,Mountain View
Paul Duke STEM HS,1.0,0.0,1.0,2,9/21/2020,Norcross
Peachtree ES,9.0,0.0,5.0,14,9/21/2020,Norcross
Peachtree Ridge HS,10.0,1.0,3.0,14,9/21/2020,Peachtree Ridge
Pharr ES,0.0,0.0,0.0,0,9/21/2020,Grayson
Phoenix HS,0.0,0.0,0.0,0,9/21/2020,Other
Pinckneyville MS,1.0,1.0,0.0,2,9/21/2020,Norcross
Puckett's Mill ES,5.0,1.0,0.0,6,9/21/2020,Mill Creek
Radloff MS,12.0,1.0,3.0,16,9/21/2020,Meadowcreek
Richards MS,4.0,0.0,4.0,8,9/21/2020,Discovery
Riverside ES,4.0,0.0,6.0,10,9/21/2020,North Gwinnett
Roberts ES,5.0,1.0,0.0,6,9/21/2020,North Gwinnett
Rock Springs ES,1.0,1.0,0.0,2,9/21/2020,Collins Hill
Rockbridge ES,0.0,0.0,0.0,0,9/21/2020,Meadowcreek
Rosebud ES,0.0,0.0,0.0,0,9/21/2020,South Gwinnett
Shiloh ES,5.0,1.0,0.0,6,9/21/2020,Shiloh
Shiloh HS,4.0,0.0,1.0,5,9/21/2020,Shiloh
Shiloh MS,0.0,0.0,1.0,1,9/21/2020,Shiloh
Simonton ES,0.0,0.0,0.0,0,9/21/2020,Central Gwinnett
Simpson ES,3.0,0.0,0.0,3,9/21/2020,Norcross
Snellville MS,0.0,0.0,0.0,0,9/21/2020,South Gwinnett
South Gwinnett HS,15.0,1.0,1.0,17,9/21/2020,South Gwinnett
Starling ES,1.0,0.0,3.0,4,9/21/2020,Grayson
Stripling ES,0.0,0.0,0.0,0,9/21/2020,Norcross
Sugar Hill ES,6.0,0.0,0.0,6,9/21/2020,Lanier
Summerour MS,4.0,1.0,5.0,10,9/21/2020,Norcross
Suwanee ES,3.0,0.0,0.0,3,9/21/2020,North Gwinnett
Sweetwater MS,0.0,0.0,3.0,3,9/21/2020,Berkmar
Sycamore ES,2.0,0.0,1.0,3,9/21/2020,Lanier
Taylor ES,2.0,0.0,1.0,3,9/21/2020,Collins Hill
Trickum MS,10.0,0.0,1.0,11,9/21/2020,Parkview
Trip ES,24.0,0.0,1.0,25,9/21/2020,Grayson
Twin Rivers MS,26.0,1.0,1.0,28,9/21/2020,Mountain View
Walnut Grove ES,0.0,0.0,1.0,1,9/21/2020,Collins Hill
White Oak ES,19.0,0.0,0.0,19,9/21/2020,Lanier
Winn Holt ES,6.0,0.0,0.0,6,9/21/2020,Central Gwinnett
Woodward Mill ES,3.0,0.0,1.0,4,9/21/2020,Mountain View
Alcova ES,14.0,1.0,3.0,18,10/22/2020,Dacula
Alford ES,28.0,0.0,0.0,28,10/22/2020,Discovery
Anderson-Livsey ES,1.0,0.0,0.0,1,10/22/2020,Shiloh
Annistown ES,0.0,0.0,0.0,0,10/22/2020,Shiloh
Arcado ES,2.0,0.0,0.0,2,10/22/2020,Parkview
Archer HS,4.0,2.0,2.0,8,10/22/2020,Archer
Baggett ES,14.0,0.0,1.0,15,10/22/2020,Discovery
Baldwin ES,3.0,0.0,0.0,3,10/22/2020,Norcross
Bay Creek MS,0.0,0.0,1.0,1,10/22/2020,Grayson
Beaver Ridge ES,0.0,0.0,0.0,0,10/22/2020,Norcross
Benefield ES,21.0,1.0,0.0,22,10/22/2020,Discovery
Berkeley Lake ES,1.0,1.0,1.0,3,10/22/2020,Duluth
Berkmar HS,2.0,0.0,0.0,2,10/22/2020,Berkmar
Berkmar MS,4.0,1.0,0.0,5,10/22/2020,Berkmar
Bethesda ES,3.0,0.0,0.0,3,10/22/2020,Berkmar
Britt ES,2.0,0.0,2.0,4,10/22/2020,South Gwinnett
Brookwood ES,9.0,1.0,0.0,10,10/22/2020,Brookwood
Brookwood HS,17.0,0.0,4.0,21,10/22/2020,Brookwood
Buice Center,1.0,1.0,0.0,2,10/22/2020,Other
Burnette ES,2.0,0.0,1.0,3,10/22/2020,North Gwinnett
Camp Creek ES,18.0,1.0,0.0,19,10/22/2020,Parkview
Cedar Hill ES,3.0,0.0,0.0,3,10/22/2020,Discovery
Centerville ES,0.0,0.0,0.0,0,10/22/2020,Shiloh
Central Gwinnett HS,7.0,0.0,0.0,7,10/22/2020,Central Gwinnett
Chattahoochee ES,5.0,1.0,0.0,6,10/22/2020,Duluth
Chesney ES,2.0,0.0,0.0,2,10/22/2020,Duluth
Coleman MS,3.0,0.0,0.0,3,10/22/2020,Duluth
Collins Hill HS,2.0,0.0,0.0,2,10/22/2020,Collins Hill
Cooper ES,0.0,1.0,0.0,1,10/22/2020,Archer
Corley ES,0.0,1.0,0.0,1,10/22/2020,Berkmar
Couch MS,0.0,0.0,0.0,0,10/22/2020,Grayson
Craig ES,0.0,1.0,0.0,1,10/22/2020,Brookwood
Creekland MS,2.0,0.0,2.0,4,10/22/2020,Collins Hill
Crews MS,10.0,2.0,0.0,12,10/22/2020,Brookwood
Dacula ES,16.0,0.0,7.0,23,10/22/2020,Dacula
Dacula HS,5.0,1.0,2.0,8,10/22/2020,Dacula
Dacula MS,24.0,0.0,1.0,25,10/22/2020,Dacula
Discovery HS,5.0,0.0,0.0,5,10/22/2020,Discovery
Duluth HS,11.0,3.0,4.0,18,10/22/2020,Duluth
Duluth MS,3.0,0.0,7.0,10,10/22/2020,Duluth
Duncan Creek ES,29.0,2.0,0.0,31,10/22/2020,Mill Creek
Dyer ES,14.0,0.0,1.0,15,10/22/2020,Mountain View
